City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
91,timimoun,29.2639,0.231,283.36,43,0,3.09,DZ,1704331740
92,habra,22.8344,88.6275,287.09,54,0,2.51,IN,1704331740
93,ushuaia,-54.8,-68.3,283.96,76,75,4.12,AR,1704331740
94,benjamin aceval,-24.9667,-57.5667,298.48,59,0,2.21,PY,1704331740
95,vila velha,-20.3297,-40.2925,299.12,94,100,2.06,BR,1704331740
96,flying fish cove,-10.4217,105.6791,301.97,78,75,3.6,CX,1704331741
97,longyearbyen,78.2186,15.6401,258.06,72,75,5.66,SJ,1704331741
98,carnarvon,-24.8667,113.6333,302.54,50,0,6.58,AU,1704331456
99,mariehamn,60.0973,19.9348,263.05,85,100,4.12,AX,1704331743
100,talnakh,69.4865,88.3972,247.15,93,100,5.66,RU,1704331743
101,manakara,-22.1333,48.0167,297.17,93,96,1.81,MG,1704331743
102,mount isa,-20.7333,139.5,304.02,55,44,4.63,AU,1704331744
103,faya-largeau,17.9257,19.1043,292.82,20,0,5.36,TD,1704331744
104,minas de marcona,-15.2119,-75.1103,290.77,85,100,4.81,PE,1704331744
105,bull savanna,17.8868,-77.5902,296.94,84,67,3.48,JM,1704331744
106,abra pampa,-22.7205,-65.697,284.65,70,83,7.07,AR,1704331744
107,nantucket,41.2835,-70.0995,275.94,80,0,0.0,US,1704331609
108,praia,14.9215,-23.5087,295.45,83,0,5.66,CV,1704331745
109,hermanus,-34.4187,19.2345,293.06,82,100,8.12,ZA,1704331745
110,bilibino,68.0546,166.4372,241.52,99,100,0.26,RU,1704331745
111,santana,-0.0583,-51.1817,301.25,94,100,3.6,BR,1704331745
112,gadzhiyevo,69.2551,33.3362,258.32,80,98,10.52,RU,1704331746
113,nuuk,64.1835,-51.7216,269.49,86,100,13.38,GL,1704331746
114,canyon,34.9803,-101.9188,280.4,62,20,4.02,US,1704331532
115,laojunmiao,39.8333,97.7333,266.89,39,100,0.63,CN,1704331747
116,usogorsk,63.4106,48.6872,239.63,99,100,1.18,RU,1704331747
117,ghat,24.9647,10.1728,285.45,38,100,0.82,LY,1704331747
118,tazacorte,28.629,-17.9293,291.69,68,0,3.6,ES,1704331747
119,midvagur,62.0511,-7.1939,277.61,87,100,8.75,FO,1704331748
120,kapuskasing,49.4169,-82.4331,259.2,78,100,5.66,CA,1704331748
121,debila,33.5167,6.95,282.19,71,0,2.57,DZ,1704331748
122,constantia,44.1833,28.65,279.65,85,8,6.87,RO,1704331748
123,hadibu,12.65,54.0333,296.64,72,4,3.8,YE,1704331749
124,howard springs,-12.497,131.047,306.47,75,29,1.82,AU,1704331749
125,esperantinopolis,-4.8667,-44.7083,297.35,92,100,0.84,BR,1704331749
126,dompu,-8.5356,118.4622,305.39,57,97,1.12,ID,1704331749
127,pasuquin,18.3328,120.6177,301.12,65,20,6.69,PH,1704331750
128,magole,-6.3667,37.3667,295.44,93,100,0.55,TZ,1704331750
129,ghatanji,20.1333,78.3167,291.81,68,0,2.71,IN,1704331750
130,lazaro cardenas,17.9583,-102.2,296.91,74,59,1.37,MX,1704331750
131,broken hill,-31.95,141.4333,301.04,46,100,7.75,AU,1704331668
132,keflavik,64.0049,-22.5624,274.39,80,0,5.66,IS,1704331751
133,mezhdurechenskiy,59.6,65.9333,242.81,95,100,2.22,RU,1704331751
134,mitu,1.1983,-70.1733,298.88,75,74,0.85,CO,1704331751
135,al hadd,26.2456,50.6542,292.14,72,0,6.17,BH,1704331752
136,richards bay,-28.783,32.0377,294.65,83,98,0.85,ZA,1704331543
137,morant bay,17.8815,-76.4093,299.94,85,52,4.77,JM,1704331752
138,baruun-urt,46.6806,113.2792,258.92,90,100,3.78,MN,1704331752
139,rongelap,11.1635,166.8941,300.18,76,100,9.31,MH,1704331752
140,udachny,66.4167,112.4,240.57,96,100,1.63,RU,1704331753
141,bovril,-31.3431,-59.4451,296.43,71,57,4.49,AR,1704331753
142,brisas de zicatela,15.8369,-97.0419,299.44,65,40,1.54,MX,1704331753
143,machico,32.7,-16.7667,292.43,89,20,0.0,PT,1704331753
144,vysokiy,58.35,60.05,250.66,99,100,3.32,RU,1704331754
145,diu,20.7141,70.9822,291.37,42,0,3.77,IN,1704331754
146,kampung tanjung karang,3.4242,101.1849,300.38,88,100,1.89,MY,1704331754
147,vadso,70.0744,29.7487,263.24,85,100,7.2,NO,1704331754
148,pindushi,62.9152,34.58,240.54,100,33,0.66,RU,1704331755
149,jining,35.405,116.5814,276.57,60,0,6.01,CN,1704331755
150,nova vicosa,-17.8919,-39.3719,299.09,87,100,4.87,BR,1704331755
151,daru,-9.0763,143.2092,302.41,77,99,1.14,PG,1704331755
152,alo,7.4178,6.7371,299.41,47,96,1.63,NG,1704331756
153,nova sintra,14.8667,-24.7167,294.72,65,97,8.11,CV,1704331756
154,hermantown,46.8069,-92.2383,265.32,74,100,4.63,US,1704331756
155,salalah,17.0151,54.0924,294.2,49,0,1.03,OM,1704331756
156,funafuti,-8.5243,179.1942,304.15,84,75,1.03,TV,1704331476
157,xining,36.6167,101.7667,267.72,31,40,0.53,CN,1704331757
158,klaksvik,62.2266,-6.589,277.66,93,100,12.56,FO,1704331757
159,rouyn-noranda,48.2398,-79.0288,261.2,79,100,5.66,CA,1704331525
160,tarinkot,32.6268,65.8733,278.77,71,8,1.16,AF,1704331758
161,letterkenny,54.95,-7.7333,279.11,93,78,2.93,IE,1704331758
162,santa cruz,-17.8,-63.1667,297.85,94,75,3.6,BO,1704331592
163,fort leonard wood,37.7057,-92.1572,275.25,79,0,3.09,US,1704331758
164,masuguru,-11.3667,38.4167,296.46,97,98,1.06,TZ,1704331639
165,varangaon,21.0167,75.9,293.9,54,78,2.39,IN,1704331759
166,khandyga,62.6667,135.6,239.76,100,94,0.74,RU,1704331759
167,yeppoon,-23.1333,150.7333,303.03,68,26,3.78,AU,1704331759
168,gamboma,-1.8764,15.8644,296.36,88,84,1.8,CG,1704331759
169,whangarei,-35.7317,174.3239,294.52,67,93,1.95,NZ,1704331760
170,ust'-barguzin,53.45,108.9833,261.76,97,100,1.73,RU,1704331760
171,lubango,-14.9172,13.4925,288.96,48,100,1.17,AO,1704331665
172,bereznik,62.8551,42.7072,238.97,100,27,0.23,RU,1704331760
173,bonthe,7.5264,-12.505,299.36,84,6,2.37,SL,1704331760
174,touros,-5.1989,-35.4608,300.22,77,5,4.82,BR,1704331761
175,verkhnevilyuysk,63.4453,120.3167,239.28,100,100,1.75,RU,1704331761
176,port mathurin,-19.6833,63.4167,300.88,82,100,4.97,MU,1704331761
177,monrovia,6.3005,-10.7969,299.58,83,6,3.24,LR,1704331762
178,kodiak,57.79,-152.4072,274.88,93,100,1.54,US,1704331762
179,klyuchi,52.2667,79.1667,255.37,99,99,2.21,RU,1704331762
180,guangshui,31.6199,113.9978,279.12,66,44,1.34,CN,1704331762
181,wewak,-3.5534,143.6268,303.19,69,78,1.04,PG,1704331762
182,gargalianoi,37.0667,21.6333,285.01,77,100,3.1,GR,1704331763
183,inongo,-1.95,18.2667,295.8,95,86,1.51,CD,1704331763
184,mersa matruh,31.3525,27.2453,284.26,76,0,0.0,EG,1704331763
185,mount pearl,47.5166,-52.7813,273.19,85,100,1.54,CA,1704331763
186,port alfred,-33.5906,26.891,291.03,99,100,0.45,ZA,1704331763
187,taoudenni,22.6783,-3.9836,291.73,21,100,4.96,ML,1704331764
188,jiamusi,46.8333,130.35,260.83,93,99,0.95,CN,1704331764
189,guerrero negro,27.9769,-114.0611,290.21,65,0,9.8,MX,1704331764
190,chadan,51.2833,91.5833,259.64,94,100,0.52,RU,1704331765
191,sault ste. marie,46.5168,-84.3333,265.46,67,0,5.14,CA,1704331765
192,la passe,45.5549,-0.8967,282.28,84,2,6.18,FR,1704331765
193,abbeville,50.1,1.8333,284.13,89,57,8.87,FR,1704331765
194,puerto ayora,-0.7393,-90.3518,298.46,94,89,1.79,EC,1704331766
195,sinabang,2.4803,96.3801,299.8,83,100,0.95,ID,1704331766
196,kamloops,50.6665,-120.3192,277.36,89,100,2.06,CA,1704331766
197,mhamid,29.82,-5.72,285.9,29,55,1.6,MA,1704331766
198,tazovsky,67.4667,78.7,252.86,97,100,6.5,RU,1704331767
199,tevriz,57.509,72.4042,240.88,98,99,1.93,RU,1704331767
200,utrik,11.2278,169.8474,299.93,78,74,10.99,MH,1704331767
201,luderitz,-26.6481,15.1594,291.19,97,51,2.41,NA,1704331767
202,igarape acu,-1.1289,-47.62,297.01,96,100,1.65,BR,1704331768
203,kristiansund,63.1115,7.732,269.51,46,40,3.09,NO,1704331768
204,korla,41.7597,86.1469,267.89,64,100,0.62,CN,1704331768
205,kailua-kona,19.6406,-155.9956,300.13,71,20,4.12,US,1704331688
206,najafabad,32.6344,51.3668,274.45,58,0,2.48,IR,1704331768
207,plastun,44.7561,136.2939,266.93,52,84,1.33,RU,1704331769
208,ha'il,27.5219,41.6907,280.16,100,10,1.03,SA,1704331769
209,pudozh,61.8099,36.5345,241.45,99,12,1.34,RU,1704331769
210,isafjordur,66.0755,-23.124,273.65,88,100,3.32,IS,1704331769
211,eastham,41.8301,-69.9739,275.9,70,0,0.45,US,1704331769
212,kharabali,47.4196,47.2568,271.57,75,65,3.76,RU,1704331770
213,wotho,10.1657,166.0102,300.31,79,84,10.26,MH,1704331770
214,nadi,-17.8,177.4167,303.15,70,40,6.17,FJ,1704331770
215,livingston,55.9029,-3.5226,279.53,91,20,2.57,GB,1704331770
216,alice springs,-23.7,133.8833,302.9,32,97,4.63,AU,1704331490
217,puerto aysen,-45.4,-72.7,289.61,80,100,1.81,CL,1704331771
218,chivilcoy,-34.8957,-60.0167,295.04,63,18,4.24,AR,1704331576
219,puerto armuelles,8.2833,-82.8667,301.14,85,53,2.52,PA,1704331771
220,fale old settlement,-9.3852,-171.2468,302.27,73,97,5.36,TK,1704331771
221,ugoofaaru,5.6667,73.0,300.63,80,91,3.93,MV,1704331771
222,rawson,-43.3002,-65.1023,296.29,47,100,2.57,AR,1704331668
223,cabedelo,-6.9811,-34.8339,300.52,78,3,3.69,BR,1704331772
224,tralee,52.2704,-9.7026,280.28,80,13,5.23,IE,1704331772
225,garbahaarrey,3.3289,42.2209,298.96,33,48,3.23,SO,1704331772
226,fort mcmurray,56.7268,-111.381,261.92,85,100,2.57,CA,1704331542
227,genhe,50.7833,121.5167,257.36,95,100,1.46,CN,1704331773
228,lionel town,17.8101,-77.2406,300.09,83,28,3.69,JM,1704331773
229,thompson,55.7435,-97.8558,256.24,85,100,1.03,CA,1704331525
230,wailua homesteads,22.0669,-159.378,299.39,75,40,2.57,US,1704331774
231,palmares do sul,-30.2578,-50.5097,294.96,80,5,6.85,BR,1704331774
232,hamilton,39.1834,-84.5333,276.06,81,100,5.14,US,1704331665
233,island harbour,50.724,-1.2758,282.58,84,83,3.13,GB,1704331775
234,hasaki,35.7333,140.8333,283.31,74,100,13.1,JP,1704331775
235,paracatu,-17.2222,-46.8747,294.32,98,100,1.35,BR,1704331776
236,charters towers,-20.1,146.2667,305.34,45,0,2.79,AU,1704331776
237,san patricio,28.017,-97.5169,285.84,74,23,4.69,US,1704331776
238,port blair,11.6667,92.75,298.17,88,40,2.06,IN,1704331776
239,karratha,-20.7377,116.8463,302.05,52,0,4.24,AU,1704331746
240,arawa,-6.2132,155.5367,305.86,61,93,1.37,PG,1704331777
241,nikolayevsk-on-amure,53.1406,140.73,255.4,90,100,1.09,RU,1704331777
242,happy valley-goose bay,53.3168,-60.3315,258.32,72,75,2.06,CA,1704331777
243,guymon,36.6828,-101.4816,277.15,60,0,3.09,US,1704331777
244,akureyri,65.6835,-18.0878,274.11,75,100,1.03,IS,1704331777
245,badger,64.8,-147.5333,258.29,71,40,4.12,US,1704331778
246,susuman,62.7833,148.1667,235.92,100,98,0.45,RU,1704331778
247,hammerfest,70.6634,23.6821,272.4,69,75,6.69,NO,1704331778
248,ziway,7.9333,38.7167,290.26,55,23,5.38,ET,1704331778
249,kertih,4.5141,103.4483,299.16,94,40,1.54,MY,1704331778
250,portland,45.5234,-122.6762,282.93,92,100,3.6,US,1704331537
251,greymouth,-42.4667,171.2,289.82,71,100,2.76,NZ,1704331779
252,vilyuchinsk,52.9306,158.4028,260.3,82,32,2.85,RU,1704331779
253,yaring,6.8662,101.3689,301.09,80,100,4.88,TH,1704331780
254,tres lagoas,-20.7511,-51.6783,300.89,58,1,1.06,BR,1704331780
255,camocim,-2.9022,-40.8411,300.28,80,100,5.42,BR,1704331780
256,uyskoye,54.3775,60.0047,261.43,96,100,1.62,RU,1704331780
257,fort bragg,35.139,-79.006,281.06,66,100,0.0,US,1704331781
258,tawau,4.2498,117.8871,303.22,77,90,1.28,MY,1704331781
259,hithadhoo,-0.6,73.0833,301.12,75,99,2.35,MV,1704331781
260,port elizabeth,-33.918,25.5701,292.65,94,75,0.51,ZA,1704331781
261,oroqen zizhiqi,50.5667,123.7167,255.94,94,100,1.4,CN,1704331781
262,bengkulu,-3.8004,102.2655,298.57,88,100,2.35,ID,1704331782
263,qarqaraly,49.4058,75.4742,259.32,78,82,2.57,KZ,1704331782
264,altay,47.8667,88.1167,261.19,86,92,2.34,CN,1704331782
265,kidal,18.4411,1.4078,293.17,15,57,3.16,ML,1704331782
266,tofol,5.3248,163.0078,301.63,76,80,7.46,FM,1704331782
267,igarka,67.4667,86.5833,242.68,97,100,6.43,RU,1704331783
268,kuching,1.55,110.3333,302.6,94,40,2.06,MY,1704331783
269,punta del este,-34.9667,-54.95,294.21,90,20,5.14,UY,1704331783
270,kirensk,57.7853,108.1119,267.57,95,100,3.13,RU,1704331783
271,kilju,40.9642,129.3278,271.29,75,39,0.7,KP,1704331783
272,tyukhtet,56.5389,89.3011,250.7,93,100,4.24,RU,1704331783
273,san luis de la loma,17.2706,-100.8939,297.58,78,0,2.31,MX,1704331784
274,arraial do cabo,-22.9661,-42.0278,299.13,83,75,3.6,BR,1704331784
275,san sebastian de la gomera,28.0916,-17.1133,293.35,88,0,1.03,ES,1704331784
276,papao,-17.75,-149.55,302.97,81,100,7.23,PF,1704331784
277,oranjemund,-28.55,16.4333,290.78,96,69,1.14,NA,1704331784
278,ocean shores,46.9737,-124.1563,282.15,94,100,5.66,US,1704331784
279,mount gambier,-37.8333,140.7667,294.63,51,100,5.73,AU,1704331784
280,conchas,-23.0153,-48.0106,294.43,93,27,3.97,BR,1704331784
281,iraquara,-12.2486,-41.6194,294.14,97,61,0.68,BR,1704331785
282,sao joao da barra,-21.6403,-41.0511,296.92,96,100,3.94,BR,1704331785
283,birjand,32.8663,59.2211,278.41,75,0,6.17,IR,1704331785
284,pacasmayo,-7.4006,-79.5714,295.88,83,100,5.21,PE,1704331785
285,dudinka,69.4058,86.1778,247.41,95,100,6.26,RU,1704331785
286,aleksandrovsk-sakhalinskiy,50.8975,142.1561,261.58,92,100,2.02,RU,1704331785
287,sao vicente,-23.9631,-46.3919,299.41,26,100,3.17,BR,1704331785
288,richard-toll,16.4625,-15.7008,295.97,12,23,4.04,SN,1704331786
289,shalkar,47.8288,59.6258,274.07,86,100,5.35,KZ,1704331786
290,dobroye,52.8678,39.8109,248.01,98,80,2.05,RU,1704331786
291,bo phloi,14.3236,99.5161,296.26,59,5,2.0,TH,1704331786
292,bardai,11.65,7.2333,291.42,19,29,3.86,NG,1704331786
293,chittarkonda,18.1167,82.0833,287.58,90,12,0.92,IN,1704331786
294,quito,-0.2299,-78.5249,283.68,94,100,0.84,EC,1704331668
295,batesville,35.7698,-91.641,278.38,65,0,0.0,US,1704331676
296,labrador city,52.9463,-66.9114,257.1,85,75,1.03,CA,1704331787
297,vorgashor,67.5833,63.95,252.4,98,100,6.68,RU,1704331787
298,cabo san lucas,22.8909,-109.9124,295.79,60,0,2.57,MX,1704331787
299,haffouz,35.6324,9.6762,282.72,41,2,1.48,TN,1704331787
300,howrah,22.5892,88.3103,287.15,88,0,0.0,IN,1704331787
301,anadyr,64.75,177.4833,258.43,92,75,5.0,RU,1704331787
302,alajarvi,63.0,23.8167,245.66,98,5,1.96,FI,1704331788
303,buka,40.8108,69.1986,278.4,45,100,0.52,UZ,1704331788
304,marsh harbour,26.5412,-77.0636,294.71,63,100,5.68,BS,1704331788
305,shrewsbury,52.7101,-2.7521,281.31,93,100,3.09,GB,1704331788
306,sogndal,61.2283,7.1003,264.36,52,82,6.17,NO,1704331788
307,kharp,66.8014,65.8081,252.14,91,75,4.5,RU,1704331788
308,langepas,61.2544,75.2124,241.41,97,11,2.93,RU,1704331788
309,quezon,7.7303,125.0989,300.58,74,5,1.64,PH,1704331789
310,gizo,-8.103,156.8419,302.32,74,100,2.53,SB,1704331789
311,vila franca do campo,37.7167,-25.4333,289.38,88,98,3.93,PT,1704331789
312,sanliurfa,37.2128,38.7817,280.08,91,100,2.1,TR,1704331789
313,taro,-8.3862,115.28,300.15,81,100,0.62,ID,1704331789
314,egilsstadir,65.2653,-14.3948,272.1,93,75,1.54,IS,1704331789
315,baoshan,46.5586,131.4244,262.95,88,88,1.93,CN,1704331789
316,labytnangi,66.6572,66.4183,251.66,89,52,3.51,RU,1704331790
317,whitecourt,54.1502,-115.6855,264.73,100,100,2.57,CA,1704331790
318,kalmunai,7.4167,81.8167,298.02,81,76,2.02,LK,1704331790
319,saint-joseph,-21.3667,55.6167,298.36,81,100,1.48,RE,1704331790
320,pahrump,36.2083,-115.9839,278.32,82,100,0.45,US,1704331676
